order_id,isbn
91167,1-82841-672-X
81830,1-227-46959-4
16691,0-543-69751-7
9497,1-82668-141-8
50432,0-7919-3128-5
41389,1-954458-65-7
44862,1-9791-9755-5
17744,0-9815813-9-0
82068,0-417-14406-7
49972,1-79187-799-0
58514,1-4652-1207-8
11988,0-663-69093-5
39191,0-415-35555-9
95737,0-17-510249-X
11527,0-298-29757-4
93079,1-891926-55-1
81546,0-14-524067-3
1990,1-306-38826-0
57276,0-18-199451-8
26332,1-81449-082-5
40441,1-112-55806-3
89647,1-78743-813-9
4766,0-9964887-2-3
61295,0-213-73782-5
71283,0-622-23693-8
61046,1-4562-7247-0
86795,0-571-03648-1
794,1-189-07456-7
35950,1-384-13785-8
79400,1-297-25179-2
66912,0-431-76914-1
97485,1-157-98545-9
25976,1-148-31490-3
86560,0-19-782515-X
54529,1-392-23229-5
65597,0-13-181985-2
88464,0-10-255376-9
51947,1-136-82322-0
97233,0-07-448994-1
66057,0-8133-6146-X
11976,1-5355-6618-3
24765,1-232-78114-2
84331,1-971930-55-5
2673,0-924613-79-3
86034,1-239-67659-X
33126,0-910466-93-9
82449,0-17-103472-4
32243,0-607-09483-4
45280,1-959395-16-5
93725,1-57055-088-3
39277,1-134-49098-4
85447,1-972557-16-5
89217,1-954964-49-8
87886,0-904458-99-7
93746,1-9801-5290-X
73666,1-4972-4304-1
63908,0-630-45958-4
66407,0-01-259149-1
74535,1-4570-5087-0
11124,1-08-476501-2
10758,0-7667-5906-7
3116,0-257-39759-0
9407,0-507-53949-4
39872,0-08-853617-3
90003,0-04-553337-7
31780,1-242-83838-4
63523,0-663-74778-3
95554,1-219-29322-9
96707,1-4529-2919-X
74096,0-18-177319-8
74967,1-322-65156-6
47588,1-960895-07-9
57070,0-14-760202-5
55053,1-03-917697-6
99260,1-9810-1581-7
99591,0-437-87893-7
9024,0-7126-8427-1
26108,1-187-50540-4
9389,0-556-36018-4
52407,0-08-423752-X
61794,0-9562697-9-6
91843,0-545-56185-X
57839,0-601-17831-9
99928,1-121-73027-2
19202,1-4615-3428-3
47167,1-331-74552-7
45247,1-4994-9120-4
80794,1-83709-920-0
90563,0-9969245-0-7
77055,0-03-877717-7
42885,1-5458-4397-X
16711,1-358-08008-9
80469,1-249-75367-8
50267,0-323-76178-X
2133,0-490-83698-4
95106,1-4959-8573-3
25068,0-88531-877-3
74049,1-207-71562-X
4572,0-7910-2006-1
22884,1-5483-7939-5
75242,1-4549-5665-8
88485,1-64531-761-7
6518,0-9549717-1-X
7327,0-575-64076-6
68937,0-506-26139-5
6744,0-523-46839-3
21526,1-314-22595-2
60929,0-451-43003-4
3112,1-4477-2456-9
53567,1-910198-47-1
83658,0-530-39931-8
94636,0-396-49024-7
29240,1-5260-8564-X
23220,1-4101-9493-0
5156,0-524-41454-8
8099,1-70511-807-0
72142,0-02-835428-1
11579,0-906867-04-5
53085,0-08-023682-0
37693,0-346-97541-7
19075,1-896438-37-7
43473,1-390-43692-6
72272,1-05-680202-2
48183,1-02-704517-0
32248,1-59629-263-6
24047,1-07-263747-2
8377,1-372-77870-5
6398,1-09-263721-4
10984,0-9781752-7-1
91244,1-01-949938-9
71018,0-499-61582-4
43355,0-9546008-1-9
87218,1-172-30766-0
29017,1-08-799102-1
9999,0-211-73032-7
40596,0-9999279-7-3
94365,0-440-69587-2
90036,1-152-35716-6
30670,0-317-45616-4
43246,0-923825-04-5
22550,1-223-73428-5
12746,1-4784-8246-X
56994,1-872711-81-2
76733,1-78529-487-3
37082,0-504-62632-9
42209,1-56015-873-5
36228,1-275-35680-X
61983,0-06-576241-X
41523,1-69547-395-7
59049,1-297-90810-4
5153,0-572-15591-3
73490,0-225-03770-X
93913,0-15-973166-6
12686,0-503-69671-4
71064,1-294-83720-6
95982,0-336-57256-5
7967,0-7037-4410-0
63366,1-72393-645-6
49779,1-956927-99-9
27223,0-242-17464-7
33449,1-56000-310-3
55744,1-180-17675-8
71522,0-15-089529-1
91880,1-78523-385-8
11931,0-624-36245-0
4539,1-5312-2754-6
33794,0-557-57216-9
57378,1-55269-559-X
81800,1-352-39357-3
93202,1-84582-397-4
41412,0-424-42408-8
7939,0-546-97580-1
38261,0-15-505496-1
7263,1-231-86564-4
82778,0-558-05021-2
3920,0-294-94602-0
20674,0-397-65511-8
1860,1-118-07120-4
1146,1-308-58592-6
95400,1-222-89628-1
8058,1-952121-04-3
3913,0-920526-67-5
98494,1-128-76341-9
50186,0-03-793304-3
3126,1-4357-4885-9
42187,0-439-95455-X
71361,1-09-212277-X
7854,0-05-646025-2
22246,1-08-710248-0
26279,0-7802-1633-4
80191,1-185-13402-6
59512,0-580-49642-2
69339,0-09-161574-7
66498,0-489-11926-3
3341,0-7224-4720-5
74985,1-5417-8932-6
88107,1-392-64550-6
53724,1-69344-895-5
50623,0-302-93542-8
41610,1-74094-667-7
56309,1-195-92540-9
14763,0-343-02902-2
7392,0-01-495940-2
93535,0-530-29688-8
69369,1-5050-9280-9
45910,1-4872-0377-2
65855,0-579-15678-8
99750,0-687-53170-5
39455,0-307-16773-9
20037,0-940023-43-1
35705,0-8073-2817-0
91546,1-5115-8509-9
88924,1-362-53227-4
55770,0-353-95517-5
67404,1-81963-183-4
91666,0-240-96033-5
63567,0-509-44418-0
26237,1-06-709171-8
96631,1-64592-532-3
94521,0-591-73006-5
89316,1-01-359846-6
19036,0-326-87417-8
14797,1-80843-751-9
43496,1-338-75697-4
84619,1-4745-0105-2
74830,0-427-69749-2
35467,1-960634-48-8
10175,0-393-61719-X
77683,0-16-408229-8
43960,1-76872-148-3
1548,0-575-78277-3
19276,1-160-68753-6
23125,1-347-76951-X
98119,0-349-78460-4
95896,0-8475-6690-0
49323,0-271-57378-3
59683,0-12-639871-2
16489,0-949067-07-5
4732,1-883398-69-X
35928,0-9787525-1-1
8652,1-191-57796-1
33610,1-158-42172-9
34612,1-950485-99-4
59630,0-487-89685-8
62967,0-8371-6101-0
77,1-5422-1396-7
3727,0-6489012-1-1
82469,1-949097-11-0
40018,0-564-60818-1
17417,1-992873-59-3
50873,1-194-69046-7
84846,1-09-760504-3
94856,1-81973-855-8
46250,0-597-65830-7
60222,0-349-45606-2
2746,1-4734-8577-0
35716,1-295-10596-9
62157,0-258-12064-9
83923,0-530-21051-7
5138,1-910598-87-9
71420,1-78712-349-9
44499,0-9787217-8-0
64078,1-5450-1292-X
839,1-01-345845-1
82356,0-04-463764-0
24739,1-295-16771-9
93529,1-01-292181-6
58884,0-7389-6789-0
47317,0-389-69179-8
47210,0-946517-67-3
5167,1-58097-072-9
88975,0-9656123-7-6
80924,0-635-37512-5
74454,1-9850-7767-1
21182,0-87308-692-9
68822,0-477-48830-7
45630,0-85434-530-2
94250,1-286-82125-8
74652,0-9853904-9-2
1938,1-00-374749-3
52185,0-498-55971-8
52193,1-251-07001-9
17726,0-01-289251-3
96421,1-289-58807-4
35350,1-294-50248-4
26419,1-78508-581-6
38924,0-242-27645-8
61385,1-192-15826-1
88340,0-7877-1116-0
28785,0-7793-3260-1
41213,0-7462-2190-8
4847,1-197-36899-X
95381,1-901449-27-0
17040,1-256-95357-1
88675,0-01-509921-0
4797,0-334-67266-X
51535,0-8415-6919-3
3043,1-05-900640-5
95059,1-5036-5319-6
45303,0-7466-6795-7
58856,1-5464-3156-X
10869,1-00-996814-9
4218,0-363-53118-1
24635,0-7287-7365-1
30993,1-5157-2385-2
61065,0-07-860340-4
59164,0-365-36991-8
27830,1-9736-8811-5
81610,0-677-52602-4
26774,1-05-020237-6
61410,1-959613-31-6
37010,1-57732-303-3
51924,0-85227-272-3
18765,1-182-50404-3
48798,1-68384-145-X
39172,1-243-69932-9
58074,1-143-07518-8
63006,1-62773-969-6
91893,1-915216-94-X
70254,1-86761-639-4
29199,0-392-04801-9
63473,0-13-047528-9
76001,0-18-876546-8
22959,1-55269-559-X
10211,1-4585-7639-6
66266,0-17-066473-2
64581,1-01-622908-9
53631,1-66873-493-1
4090,0-17-932578-7
99667,0-7280-3334-8
73963,1-916602-17-7
47942,0-478-64706-9
86355,1-72888-430-6
49916,1-170-42096-6
20418,0-9673107-4-1
80989,1-165-01771-7
75153,0-8495-2807-0
19994,1-01-551938-5
69566,1-368-46031-3
4032,1-336-16218-X
91885,1-66169-871-9
35465,0-01-537953-1
95573,1-290-07951-X
86973,1-57933-043-6
25516,0-88254-685-6
3637,1-953799-28-0
42490,0-02-588311-9
49700,0-532-53801-3
2714,1-359-65625-1
15508,0-01-528516-2
32282,0-680-14540-0
32919,1-02-133258-5
20062,0-8476-9526-3
92901,1-65356-161-0
38788,0-549-42573-X
13322,0-8080-2783-2
14083,1-110-93674-5
29594,1-187-92686-8
54519,0-417-26656-1
1838,1-67025-083-0
70577,1-57581-943-0
11974,0-443-30843-8
84711,1-4458-7895-X
87494,0-524-88866-3
13118,0-913804-57-6
10695,0-393-28947-8
94356,1-4713-0837-5
75653,1-05-547752-7
77667,1-08-326105-3
60851,0-374-95483-6
43456,0-7482-1768-1
87891,1-81414-923-6
62234,1-4978-8654-6
84265,0-691-87815-3
34827,1-4574-7637-1
66087,1-230-51354-X
68181,0-553-12280-0
46722,1-68078-992-9
56339,0-86351-054-X
8683,1-5347-4513-0
39295,0-570-06474-0
58107,0-336-10103-1
25195,1-884835-07-4
38347,1-9856-2982-8
82046,0-16-909956-3
84100,0-555-07889-2
44653,0-585-81217-9
32731,1-166-44141-5
92502,1-200-71147-5
55038,0-282-02850-1
6696,0-07-666513-5
12943,1-85278-991-3
72194,0-7015-2396-4
37823,1-60033-180-7
7411,1-908945-01-X
3673,0-273-96486-0
85397,0-386-57973-3
23149,1-7325013-0-0
83570,1-62993-136-5
13802,0-8075-7679-4
50503,0-13-003371-5
64157,1-4772-1953-6
48537,0-603-83837-5
13393,0-13-244845-9
46960,1-389-41770-0
33534,0-7225-9578-6
65121,1-341-59559-5
68939,0-01-527224-9
39128,1-953986-83-8
89694,1-998533-61-1
48529,0-13-225400-X
84607,1-141-19127-X
60428,1-939425-86-7
5868,1-02-901752-2
55470,0-08-017227-X
21126,1-9747-3511-7
74870,0-9990934-6-0
9424,0-7815-6691-6
57448,1-383-54602-9
84252,1-906007-90-X
49240,1-71022-657-9
64376,0-14-260962-5
30625,1-55184-578-4
6865,0-668-96843-5
33294,0-618-17235-1
3124,1-09-413701-4
87702,0-563-42156-8
89142,1-04-524517-8
68500,1-870515-96-X
20389,0-88325-352-6
23196,0-08-679703-4
56116,0-567-30189-3
74404,1-85198-660-X
41623,0-03-707135-1
77649,1-186-14053-4
96893,0-11-880384-0
82595,1-370-46173-9
72902,1-06-301039-X
4365,0-644-75753-1
7565,1-63127-355-8
98072,0-05-183627-0
82946,0-89826-361-1
52165,1-371-73381-3
71932,1-64329-115-7
59506,0-9838621-1-7
77038,1-146-32605-X
23683,1-03-093411-8
30024,0-262-49952-5
65821,1-910312-05-3
34756,1-4037-8944-4
91697,0-297-09706-7
14449,1-164-92590-3
40209,0-7806-9559-3
58545,0-7103-0764-0
57929,1-67701-831-3
92634,0-665-00866-X
21729,1-68515-939-7
98818,0-01-159452-7
92363,0-439-28940-8
83036,0-292-18457-3
57275,1-07-018885-9
98223,1-4796-7614-4
97402,1-07-725800-3
45986,1-4171-9586-X
21801,1-59376-765-X
7433,1-880862-77-8
11838,0-9817728-0-3
33419,0-907449-14-X
69704,0-07-138201-1
99996,0-8482-8846-7
50674,1-01-519498-2
27720,1-02-499943-2
16013,0-604-05922-1
13854,1-75723-527-2
74197,0-229-41274-2
23136,0-05-101967-1
62459,0-276-17632-4
66167,1-85942-319-1
96280,1-330-43971-6
53588,0-9985739-2-2
179,0-697-57101-7
91076,1-78838-076-2
47147,1-04-115223-X
46539,1-85102-753-X
68250,1-62561-476-4
4587,0-9868096-8-3
86989,0-7559-3500-4
70996,1-113-67366-4
15223,0-7806-4287-2
95714,1-112-18644-1
25299,1-398-23751-5
15441,1-355-13701-2
87425,1-71543-628-8
76863,0-9508417-5-7
31123,1-5085-8648-9
71481,1-351-45259-2
91082,1-55217-905-2
96812,0-7831-5518-2
3059,0-05-492399-9
97628,1-375-54254-0
11403,0-88290-852-9
21843,0-8065-8703-2
23549,1-923637-45-2
80636,1-86826-898-5
32749,1-395-36559-8
93510,1-154-70711-3
56382,0-19-643349-5
18358,0-481-27438-3
38704,0-946709-79-3
78681,0-04-994826-1
46615,1-101-75666-7
98180,0-06-096566-5
46188,1-234-02201-X
27697,1-928048-44-7
70195,1-108-58700-3
67886,1-286-00440-3
79485,1-4701-5917-1
16210,0-245-86234-X
57715,1-5114-8862-X
90078,0-8162-7905-5
51088,1-5306-0713-2
38203,1-4472-6772-9
50556,1-75430-650-0
4459,1-273-20019-5
98522,1-02-856233-0
27011,1-269-90488-4
81756,1-952069-57-2
5184,1-365-60343-1
71720,1-81712-050-6
79975,1-997064-46-4
37891,1-969690-71-2
207,0-9627105-6-3
74723,0-412-26248-7
11756,0-9552104-6-1
75461,0-7205-9498-7
4006,1-335-27097-3
2168,0-7247-6340-6
50650,0-7225-9142-X
80451,0-414-37390-1
54047,0-660-85992-0
67492,1-5482-0565-6
27092,0-510-52586-5
20191,0-8280-3636-5
9071,1-151-34580-6
72777,0-7956-8746-X
18558,0-690-39728-3
34487,1-177-65259-5
84850,1-9751-4905-X
63198,0-566-76445-8
74885,1-221-30463-1
47449,0-263-21301-3
40316,1-65363-336-0
40541,0-583-85799-X
84410,1-148-35155-8
95837,1-7352266-0-2
76029,1-360-52438-X
17508,0-19-801188-1
15310,0-329-36548-7
93524,0-379-70949-X
15518,1-366-91872-X
39605,1-168-59721-8
90160,1-177-72462-6
41079,0-9641366-5-1
65909,1-4812-0823-3
84247,1-938526-02-3
38012,1-4856-8870-1
48320,1-72008-360-6
39140,1-264-22028-6
53840,1-374-92291-9
16901,1-4730-2936-8
80925,0-598-47768-3
67002,0-295-66794-X
65127,0-323-58792-5
80344,0-03-467657-0
64113,1-5433-1567-4
21225,0-7207-3119-4
9693,1-58729-196-7
39635,0-236-57508-2
4783,1-64532-102-9
27370,1-882179-93-5
31282,1-00-938905-X
23066,1-945401-32-X
26059,1-76064-213-4
39058,1-84238-090-7
445,0-638-15908-3
15277,0-526-69231-6
11217,1-63521-342-8
52335,1-5059-0767-5
13401,0-537-95766-9
76260,1-61034-726-9
71142,0-09-550167-3
14080,1-910158-58-5
92683,1-938252-50-0
18291,0-04-830286-4
17893,1-278-90830-7
94095,0-88394-154-6
37970,1-79498-059-8
56421,0-926491-70-9
77693,0-18-789771-9
95825,1-68300-632-1
86334,0-08-665093-9
9961,0-10-304468-X
91557,1-880345-08-0
54027,0-486-76727-2
35547,1-7334070-7-3
71680,0-627-32047-3
45087,1-02-513999-2
78679,1-62963-716-5
84478,0-660-67078-X
97178,0-7735-5706-7
72918,1-9748-5447-7
62482,1-69487-282-3
3383,1-76956-311-3
50983,1-197-20165-3
27547,0-19-074772-2
29065,0-393-70264-2
75627,0-7234-7300-5
30009,0-283-89735-X
17718,0-00-291512-X
80676,1-04-493696-7
4121,1-145-14001-7
48415,0-610-58865-6
75107,0-695-32654-6
89180,1-04-932542-7
73561,0-01-937888-2
47107,1-09-583893-8
68828,1-4264-7446-6
29927,1-66297-336-5
52730,1-220-97074-3
5811,1-04-531531-1
82148,1-4960-5754-6
36299,0-7205-4188-3
46125,1-67955-255-4
56852,1-166-15233-2
3515,0-440-37890-7
72989,1-77961-337-7
95316,0-02-727645-7
56292,1-07-427340-0
57561,1-4571-7132-5
86903,0-656-87891-6
6670,1-01-330546-9
21774,1-65847-431-7
35769,0-17-427241-3
92776,1-83251-358-0
28840,1-308-26770-3
9848,1-134-56187-3
81464,0-12-230641-4
39757,0-7479-8775-0
2222,0-86499-811-2
83987,0-208-39603-9
19651,0-7199-3790-6
40708,1-4628-9477-1
72657,0-88200-661-4
51359,1-84433-036-2
2022,1-08-817188-5
41575,0-14-294747-4
43347,1-4101-4840-8
61373,0-361-60376-2
6928,0-03-992198-0
20616,1-189-63981-5
69193,0-608-03955-1
46199,0-7388-2782-7
52680,0-347-15728-9
70799,1-280-30799-4
13279,0-243-48321-X
35206,0-297-32846-8
40810,0-936312-23-8
70110,0-574-24773-4
79504,1-02-513520-2
39267,0-355-98654-X
77684,1-75550-627-9
87491,1-70356-434-0
31489,0-522-93404-8
86108,1-4520-1552-X
8675,0-03-952385-3
61150,1-932019-37-5
40636,1-175-56613-6
53997,1-278-17755-8
55945,0-07-501524-2
64355,1-67992-133-9
87893,0-248-56923-6
60180,1-85278-843-7
5169,1-66731-015-1
3021,1-254-57285-6
89883,1-918134-22-7
79658,1-86461-482-X
83584,1-156-71038-3
16485,0-693-01262-5
70723,0-328-19279-1
85448,1-72869-801-4
16434,0-13-705666-4
15347,0-254-75714-6
97288,1-109-10285-2
24324,1-5473-7773-9
75852,1-08-648099-6
50069,1-7369267-2-1
57861,1-167-18007-0
69250,0-8018-7109-3
74865,0-9677324-1-7
64459,0-313-75285-0
44811,0-345-16448-2
14107,1-349-79150-4
37473,1-281-96699-1
37849,0-8337-9674-7
1268,0-576-16412-7
29916,0-14-308507-7
7066,0-376-92889-1
88373,0-360-91516-7
42782,1-4202-6383-8
49283,0-933900-02-3
81458,0-618-48045-5
71554,0-9685953-9-1
93240,0-615-29944-X
24257,1-5418-6054-3
10498,0-02-273704-9
27561,0-7493-7756-9
30823,0-7750-9708-X
79085,1-941520-51-0
94884,1-00-089126-7
72828,1-01-574486-9
41053,0-01-590202-1
39008,0-86494-459-4
14879,0-09-569442-0
92246,1-350-59158-0
26470,1-376-79218-4
53547,1-173-55519-6
3987,0-7085-9689-4
7579,0-7921-2457-X
45569,0-420-42287-0
19991,0-676-69328-8
91302,0-356-74572-4
27990,1-85991-755-0
72263,0-215-42286-4
18185,0-658-14751-X
91526,1-921625-17-1
54700,0-8455-8845-1
33613,1-84168-532-1
45888,0-01-265837-5
97410,0-348-96360-2
46722,1-60678-191-X
28651,1-305-58405-8
14636,1-72712-066-3
99295,0-7437-8129-5
47697,1-389-01856-3
15202,1-5181-7393-4
77567,1-01-813962-1
69327,1-157-05434-X
35202,0-217-67352-X
79181,1-355-54956-6
66366,0-327-98464-3
85588,1-245-00823-4
91723,1-77107-774-3
53957,1-327-54588-8
51391,1-62998-231-8
31260,0-262-55965-X
88940,1-897839-97-9
66918,0-600-80140-3
84890,0-19-031684-5
24024,1-898912-48-3
55779,1-4163-2287-6
93060,1-76222-361-9
55847,1-921872-86-1
95461,0-673-99556-9
46285,1-138-90383-3
28133,0-584-32088-4
73970,0-85505-934-6
90528,1-75742-254-4
33923,0-09-050430-5
56450,0-530-69893-5
36735,1-889323-47-0
77274,1-4423-1404-4
36374,0-383-21266-9
32959,1-71767-448-8
96487,1-4216-9336-4
93507,1-960396-42-0
88712,0-904752-12-7
50353,0-9649982-4-6
92223,1-140-41800-9
71827,1-66639-123-9
91351,0-9686880-5-5
52174,1-69358-119-1
8723,0-269-29598-4
22653,0-399-13178-7
59906,0-9858694-8-8
3947,1-349-99267-4
54596,1-02-394998-9
39586,0-273-02292-X
83608,0-409-07604-X
56868,0-914460-07-2
84370,0-19-020194-0
2518,1-305-13799-X
14593,1-914029-88-7
13048,0-254-03221-4
55706,0-943308-32-1
95373,0-464-85765-1
27352,0-08-556805-8
13325,0-8201-5886-0
8829,0-7945-0997-5
11023,1-256-09233-9
31088,0-19-713851-9
76854,1-56936-907-0
60722,0-07-629534-6
51659,0-03-953433-2
74778,1-68985-279-8
65934,0-85606-846-2
4991,0-7028-6911-2
22969,1-4196-8868-5
14467,1-60240-467-4
78629,1-4589-5615-6
69314,0-01-690421-4
58409,1-4430-1633-0
64180,0-626-06511-9
54078,0-905794-88-5
93484,0-19-336840-4
42609,0-332-32310-2
12928,0-18-726761-8
25640,1-4542-4611-1
30271,0-8270-8987-2
50318,0-671-71033-8
45711,1-62361-869-X
8527,0-7484-9110-4
9447,0-16-416588-6
31315,0-948226-64-1
63895,1-83615-730-4
28802,1-02-317020-5
92404,1-360-37702-6
47320,0-9638318-6-0
30367,0-87379-331-5
2624,0-10-649633-6
39249,1-03-697391-3
72295,0-8448-1862-3
74721,0-7909-9114-4
65944,0-438-52784-4
79116,1-7337253-4-2
24255,0-927816-34-2
62803,1-05-297439-2
76097,1-307-92094-2
73150,0-7729-7969-3
24902,0-301-10621-5
17740,1-331-87884-5
55716,1-149-45353-2
58872,0-7125-6596-5
43846,0-413-11677-8
88118,0-8117-9530-6
99844,1-79790-167-2
6779,0-7084-4222-6
29307,0-11-646868-8
62164,1-85942-319-1
20053,0-484-71935-1
44727,1-361-66710-9
62051,0-8394-4557-1
5036,0-372-19768-X
2884,1-351-66725-4
63755,1-76744-233-5
28382,0-913089-68-0
10765,0-917038-62-2
12403,1-4243-5175-8
56810,0-05-926341-5
18706,0-8497-6967-1
99804,1-03-290733-9
94459,0-213-59387-4
88638,1-62792-002-1
81857,0-9907628-4-X
72752,1-06-408729-9
46616,0-945816-59-6
88386,0-374-68438-3
15540,0-382-65724-1
63446,1-57612-576-9
56805,0-7744-3783-9
84362,1-75136-955-2
13381,0-7699-7325-6
51280,0-214-30519-8
34879,1-4664-2062-6
55749,0-17-932578-7
70314,1-04-718231-9
29252,0-584-83735-6
20162,0-474-70849-7
90662,0-342-07521-7
90176,0-211-75683-0
21558,0-9955207-0-4
39294,1-5233-5380-5
45517,1-951584-14-7
17063,0-9500154-9-0
33694,0-617-19891-8
74839,0-545-93055-3
82811,0-352-45079-7
31394,0-7311-0678-4
9202,1-68056-948-1
98489,1-897089-60-0
37930,0-8018-6844-0
80151,0-225-93732-8
63885,1-06-614398-6
15097,0-335-85307-2
50554,0-431-89218-0
38878,0-11-021552-4
37580,0-9687782-8-3
98584,0-7582-1014-0
16038,0-8139-9959-6
21171,1-60561-801-2
48812,0-18-774030-5
30933,1-64285-393-3
86937,1-5427-7342-3
77312,1-7339484-8-1
9748,0-362-10203-1
46706,0-420-48351-9
52493,0-660-73262-9
5500,0-15-215224-5
93047,0-221-72961-5
25536,0-01-690568-7
16247,1-4896-2329-9
96592,0-296-43294-6
19889,1-120-34036-5
99264,0-352-59217-6
19725,1-07-406019-9
12514,0-519-23689-0
53437,0-466-04717-7
64434,0-14-702940-6
40129,1-83287-708-6
24256,0-09-460016-3
34492,1-03-774289-3
32459,0-7597-1849-0
14252,1-64951-650-9
47834,1-4496-2790-0
69110,1-343-22816-6
91941,1-886881-96-0
8411,1-362-56396-X
40238,0-8228-5732-4
89186,1-60279-876-1
38393,1-4905-7765-3
8994,1-4619-5083-X
57779,1-230-33508-0
79949,1-4838-8099-0
81668,0-87596-625-X
66444,0-541-47491-X
79015,1-106-09108-6
60613,0-03-142752-9
91733,0-427-71495-8
89481,0-298-40568-7
43840,1-371-76313-5
22114,1-76929-282-9
70151,1-00-221494-7
88277,0-8215-0197-6
786,0-369-35773-6
60655,1-75040-150-9
80844,0-243-47207-2
75570,1-08-713052-2
53266,1-967701-74-1
93129,1-08-749599-7
94955,0-8037-3897-8
66505,0-940667-80-0
11313,0-00-009081-6
72445,0-19-336840-4
86685,1-5342-5239-8
95915,1-140-08448-8
58561,1-369-14829-1
75941,0-512-56403-5
76174,0-402-91227-6
18129,1-60164-959-2
838,1-4562-8634-X
22409,0-528-68458-2
77000,1-195-89972-6
51139,0-08-017227-X
98840,1-79990-681-7
46648,1-85558-162-0
3127,1-5306-0713-2
82947,1-57336-383-9
31460,0-917397-88-6
20958,0-622-78689-X
76029,1-07-484921-3
84567,1-72962-490-1
68771,0-04-146878-3
73737,1-4731-6865-1
60668,1-908871-18-0
70389,1-294-32489-6
5453,0-07-275342-0
67174,0-490-76865-2
48146,1-180-68494-X
14234,0-06-878756-1
35372,1-4612-8799-5
53156,1-151-29951-0
33976,1-235-36844-0
98356,1-5433-9020-X
43074,0-02-709533-9
99251,1-4265-4941-5
99997,0-666-13263-1
6748,1-64871-759-4
45731,0-02-829133-6
6141,1-04-955435-3
34592,0-592-67370-7
29630,1-55064-410-6
86022,0-326-90089-6
25084,0-420-25895-7
56118,0-7904-6759-3
91877,0-18-049881-9
68889,1-4868-7841-5
99421,1-951989-20-1
16610,0-421-93346-1
69907,0-7315-6922-9
169,1-247-47372-4
55064,0-7160-5200-8
36334,1-70608-099-9
12160,0-545-33285-0
45278,0-374-10658-4
19770,0-09-356220-9
99804,0-544-16333-8
53154,0-05-495808-3
20880,1-60568-911-4
90237,1-74106-023-0
4582,0-446-09398-X
17775,1-5230-8556-8
72415,0-85034-735-1
66221,1-157-32048-1
42526,1-69584-805-5
48854,1-09-924122-7
91702,0-88036-748-2
12040,0-360-91516-7
15945,1-4562-7009-5
54832,1-380-79057-3
90158,1-136-72321-8
49394,0-8244-2090-X
90552,0-9826047-4-2
2297,1-75146-458-X
53232,1-75462-501-0
10487,1-987810-55-4
21888,0-9921498-6-X
76891,1-05-652352-2
64935,0-11-211501-2
14798,1-972053-73-6
33739,1-86547-465-7
20428,0-01-381723-X
2072,0-243-23841-X
25419,1-73134-727-8
27232,0-461-07979-8
35667,0-8067-0821-2
34548,0-931296-06-4
13459,1-70195-925-9
29186,0-269-83381-1
34302,1-08-882556-7
43435,1-67522-696-2
22465,0-7850-5196-1
86724,0-04-027191-9
14685,0-11-333182-7
13835,0-665-46359-6
77032,0-377-35546-1
63498,1-74687-472-4
70546,0-03-530664-5
38939,1-115-59958-5
9135,1-132-53161-6
49027,0-647-49454-X
90007,0-381-96810-3
86158,0-615-75051-6
18230,1-968544-32-1
28570,1-76576-166-2
73816,0-531-34766-4
89939,1-917786-09-3
41834,0-08-713631-7
22909,1-68685-194-4
6582,0-7217-7044-4
4767,0-258-05014-4
21398,0-8057-0447-7
85582,1-70652-666-0
62473,0-12-229849-7
64647,1-904908-45-4
93163,0-08-611904-4
13943,0-7923-3146-X
65356,0-9911475-3-7
25437,0-15-657879-4
94691,1-200-55932-0
99856,1-85309-706-3
99689,0-493-38755-2
61884,1-84459-462-9
22277,0-05-538063-8
29226,0-578-57818-2
17316,0-455-84661-8
8558,0-01-256146-0
52698,1-221-18805-4
44549,0-367-10618-3
71398,0-588-47927-6
32896,0-289-74368-0
82043,1-68410-286-3
11530,0-675-68677-6
58786,0-7364-6392-5
64348,1-4935-9263-7
85477,0-605-53132-3
61536,1-372-08984-5
41455,0-85516-700-9
39014,1-75007-837-6
38029,0-06-622076-9
89756,0-88884-240-6
75756,1-75227-971-9
75714,1-69197-248-7
62023,0-8391-6221-9
13688,0-365-87361-6
476,1-116-37948-1
38074,1-4381-6121-2
65581,1-06-737273-3
57164,0-431-57162-7
70993,1-4473-2175-8
80934,1-197-82886-9
6399,0-9907889-2-X
30880,1-4120-4752-8
32100,1-60800-575-5
57902,0-210-16698-3
67107,1-993268-36-7
90612,0-8180-1936-0
57209,1-372-33004-6
15045,0-9690337-8-8
19014,0-7068-2115-7
54531,1-69710-269-7
25213,1-61547-141-3
32864,0-435-06733-8
85035,0-927809-11-7
70335,0-320-60514-0
56942,0-7720-9675-9
1290,0-563-75730-2
12400,1-77063-902-0
29302,1-5244-3723-9
4074,1-68864-246-3
10827,1-293-05963-3
46134,0-16-730930-7
37079,0-88696-526-8
7793,0-606-91738-1
56230,0-87060-910-6
72233,1-228-57651-3
57654,0-433-49829-3
88517,1-00-079881-X
67747,1-319-74481-8
62963,1-81627-804-1
99005,0-85147-796-8
16489,1-57243-194-6
32105,1-281-74671-1
94316,1-5458-4397-X
45303,1-55594-950-9
61941,1-319-13421-1
86739,1-75806-775-6
2048,0-89596-601-8
77066,0-368-81566-8
64749,1-270-10208-7
60406,1-304-94050-0
30778,1-56825-732-5
41337,0-9664842-7-4
55359,1-129-44390-6
29867,0-7205-0314-0
27059,0-530-62445-1
77196,0-7330-6203-2
10730,0-538-77728-1
