isbn,author_id
1-317-34105-8,3560
0-906096-56-1,2098
1-313-90209-8,8901
0-03-443217-5,5311
0-9652906-9-7,6453
1-5072-3089-3,4088
0-7137-3121-4,1222
0-678-66129-4,5668
1-988891-63-9,1373
0-87407-486-X,1025
0-541-60140-7,3427
0-245-00667-2,748
1-201-11414-4,480
1-59909-425-8,9768
1-4648-5597-8,1259
0-451-19194-3,8664
1-243-21453-8,3537
0-8458-1640-3,4738
0-87381-527-0,3173
0-202-85309-8,6518
0-637-10897-3,5718
1-211-36193-4,7161
0-88975-523-X,6954
1-81924-122-X,2044
1-176-45110-3,1518
1-79158-895-6,6276
1-385-78439-3,3863
1-169-74087-1,2518
0-201-29400-1,9625
1-102-25002-3,5955
0-920397-24-7,2121
1-368-44464-4,9647
1-01-308231-1,1324
1-283-27172-9,8913
1-180-22395-0,5362
0-215-51353-3,423
0-462-13759-7,7175
1-72373-285-0,7871
1-78414-592-0,9606
0-301-18043-1,7296
0-02-787210-6,615
1-4639-7921-5,8583
1-159-97300-8,5255
0-16-806253-4,7773
1-70559-833-1,3524
1-04-048628-2,8892
0-8004-3979-1,3304
1-69618-822-9,7882
0-459-28212-3,2384
1-03-516129-X,168
0-420-61575-X,6976
0-205-98575-0,8514
0-530-27343-8,3121
1-75891-547-1,967
1-954346-11-5,9754
0-942278-73-9,5067
1-66572-784-5,3425
0-375-54911-0,6805
1-80916-280-7,8399
1-86885-265-2,6616
0-309-78550-2,959
0-677-52602-4,9121
1-06-067020-8,3671
1-58999-938-X,7084
0-236-80728-5,7671
1-71449-430-6,9743
0-9687472-1-3,9522
1-63977-257-X,4527
0-7732-4366-6,5477
0-288-93800-3,6091
1-55272-260-0,7459
0-265-02907-4,8209
1-4523-5884-2,9104
0-208-78100-5,8595
1-233-26485-0,4616
1-77058-628-8,2159
0-00-702896-2,4291
1-08-063049-X,3822
0-683-79414-0,5223
0-8219-2970-4,5975
0-14-430271-3,1137
1-926010-14-0,4013
0-489-79648-6,4587
1-109-39437-3,5933
0-8324-1793-9,1251
0-696-43254-4,3598
0-15-730225-3,9243
1-227-87725-0,8878
1-09-217349-8,8471
1-352-74439-2,6307
0-220-06487-3,1534
1-142-36051-2,3553
0-7755-9578-0,2854
1-4004-3197-2,8711
0-940005-17-4,2239
1-172-63380-0,5130
1-05-344356-0,9386
1-896208-34-7,6334
1-956471-06-5,8955
1-77359-584-9,3765
1-956505-25-3,2534
1-161-82482-0,9763
1-57973-894-X,1058
0-86828-747-4,8660
0-916488-08-X,7876
0-8136-5837-3,9194
1-81841-640-9,2614
0-227-20284-8,787
1-85645-827-X,2700
1-936385-70-8,44
1-00-171433-4,1924
1-4048-2767-6,2492
1-101-18867-7,3231
0-8183-4847-X,1664
1-309-50638-8,1603
0-288-13560-1,2605
1-156-58800-6,2755
1-75369-992-4,587
0-568-42758-0,264
0-432-10707-X,6168
1-323-23248-6,4361
1-70511-011-8,7689
0-528-74622-7,550
0-448-51579-2,5479
0-399-18175-X,5539
0-02-992980-6,4918
1-08-444965-X,5903
0-7848-2676-5,7182
0-606-40282-9,3417
1-63982-328-X,4254
1-951268-41-5,1454
0-687-83734-0,1654
0-505-15524-9,6457
0-09-618232-6,4790
0-244-85057-7,6531
1-123-31330-X,2119
1-68552-287-4,790
0-05-383301-5,7206
0-547-85156-1,4079
1-298-93407-9,7833
0-9745814-9-6,2622
0-269-83910-0,2370
1-4452-4891-3,4241
0-7371-5194-3,9572
0-904092-19-4,3216
0-04-247189-3,9982
0-368-09659-9,9655
0-507-38346-X,8665
0-8457-8500-1,7245
1-86582-597-2,7139
1-60036-646-5,8427
1-189-50858-3,8535
0-8251-3534-6,5641
0-537-02691-6,9879
0-580-28832-3,9256
0-12-265099-9,4714
1-85910-717-6,9197
1-64157-519-0,3647
1-167-88164-8,494
1-218-16043-8,4814
1-5104-5626-0,2265
1-156-09732-0,9398
1-74488-005-0,3433
1-81742-418-1,7127
1-265-82223-9,9396
0-246-66903-9,9733
1-134-69428-8,2558
0-915790-26-2,1793
0-7897-3969-0,720
1-4388-0150-5,4627
1-83139-463-4,7487
1-9834-4842-7,2175
0-432-46495-6,6561
0-7242-7754-4,630
0-9565711-7-4,7858
0-9880672-4-2,6140
0-9691306-8-6,6137
0-379-52370-1,9395
0-7165-3438-X,8628
0-7568-4648-X,1120
0-07-463851-3,4596
0-564-17548-X,3630
0-684-66240-X,6103
0-545-29278-6,8633
0-917853-97-0,1135
1-106-63702-X,406
0-01-044433-5,757
0-943012-86-4,3633
0-357-87174-X,4997
0-629-27254-9,1752
0-17-254371-1,1736
1-68019-389-9,5650
0-570-34452-2,7838
0-18-236520-4,6231
1-4779-2862-6,562
1-01-291431-3,7189
0-01-208961-3,8925
1-06-753713-9,9854
0-477-55136-X,703
0-9582436-3-8,5472
1-61211-450-4,3335
0-8019-5498-3,5077
1-58945-544-4,3083
1-01-342008-X,6526
0-310-64609-X,5719
0-03-976918-6,5513
1-157-99851-8,6244
0-02-012491-0,2780
0-7528-8416-6,9538
1-59812-787-X,1418
1-4372-4470-X,9753
0-7309-4574-X,9270
0-563-87530-5,4171
1-175-64356-4,1625
0-677-07880-3,9067
0-521-78813-7,7928
0-12-228537-9,8126
0-9556521-9-7,8299
1-4560-1970-8,4336
1-105-23494-0,3519
0-455-42638-4,9775
1-878315-68-4,864
0-657-95394-6,4775
1-354-08236-2,8192
1-60389-123-4,9636
1-63861-637-X,5764
1-299-50998-3,4344
1-4722-8090-3,690
1-258-18071-5,8669
0-08-439799-3,537
0-499-06240-X,9531
1-952935-32-6,5871
1-60095-917-2,6048
0-269-35266-X,439
0-8035-0885-9,6328
1-896457-32-0,94
1-307-75453-8,2055
0-284-87456-6,8278
1-885349-98-X,4417
0-925659-84-3,876
0-8323-5248-9,5903
1-82283-914-9,2449
0-09-121835-7,8060
0-481-85053-8,3688
0-9812823-1-8,5607
1-79994-935-4,9634
1-957155-06-X,1516
1-210-57235-4,1161
0-645-99169-4,4409
1-4045-9317-9,6247
0-15-251011-7,7294
1-101-53136-3,3766
1-106-44725-5,8101
0-285-65343-1,1428
0-7197-6118-2,3930
1-56687-419-X,90
1-7373331-8-X,1837
1-270-48161-4,1371
0-87426-518-5,8906
0-7991-4586-6,9675
0-504-24949-5,3055
0-607-58320-7,3625
0-13-091053-8,8805
0-949540-62-5,6877
1-75071-551-1,6742
1-956144-47-1,5694
0-294-62384-1,6871
0-16-851823-6,4736
0-376-86961-5,8111
1-76240-058-8,3812
0-344-47810-6,7593
1-64780-014-5,2545
1-84606-211-X,1304
1-02-538896-8,8614
1-04-897470-7,6506
1-73023-511-5,9427
1-05-656097-5,7977
1-947488-64-3,5891
1-04-526767-8,6791
1-871101-10-7,38
0-05-050740-0,6336
1-09-334114-9,6410
0-251-22910-6,5214
1-895103-87-8,3766
0-13-324024-X,3140
1-4477-0982-9,640
1-69229-783-X,8932
1-62339-042-7,4990
0-445-28924-4,8639
0-352-19382-4,7986
1-71367-541-2,4974
0-14-756716-5,6041
0-16-139179-6,8377
1-9819-4558-X,5492
0-13-211606-5,3575
1-872839-56-8,7932
1-4813-4403-X,3750
0-437-97462-6,8500
1-67088-590-9,3297
1-4848-2402-4,6090
1-56929-287-6,9588
1-155-77603-8,2027
1-5283-0247-8,6717
1-5450-5788-5,9311
1-78921-672-9,7976
1-76193-850-9,8778
0-253-64207-8,2527
1-4747-8171-3,7506
0-7451-3003-8,2109
1-5103-0564-5,9039
0-18-710060-8,8647
1-901449-27-0,6155
0-674-10764-0,9263
0-04-433975-5,5296
0-12-072786-2,2846
1-938348-04-4,7841
1-05-347131-9,7522
0-89394-195-6,7514
1-59020-728-9,3640
0-618-34142-0,1901
0-487-78162-7,6424
1-207-64765-9,1102
1-80491-405-3,6595
0-03-365485-9,6168
1-67481-595-6,1944
0-8365-0016-4,1878
0-490-03370-9,6853
0-509-89912-9,4499
1-83130-043-5,3005
0-438-76569-9,1520
1-257-29208-0,8401
1-887723-43-9,4673
0-401-05768-2,1593
0-313-16557-2,396
0-913786-51-9,6710
0-09-125348-9,7761
0-505-46140-4,615
1-307-26384-4,1979
1-5467-1166-X,598
1-297-71771-6,7506
0-7704-2305-1,8481
1-117-43186-X,7892
1-68926-534-5,4963
0-19-112464-8,6401
1-73067-737-1,2890
1-7375585-4-8,6951
0-213-63050-8,5877
0-09-429041-5,3755
0-7904-6562-0,8551
0-9551163-2-5,3493
0-8485-8157-1,8817
1-76926-979-7,9904
1-83645-472-4,1344
1-66481-968-1,4404
1-4838-2938-3,3559
0-687-98797-0,5595
1-69668-065-4,3328
1-63970-461-2,542
1-346-46221-6,4329
0-85463-298-0,9240
1-69519-879-4,6577
0-02-673269-6,6329
1-998317-47-1,5726
1-85203-208-1,730
1-4115-9685-4,9178
1-85734-191-0,3747
0-18-631457-4,7571
1-60365-227-2,8676
0-7781-3598-5,8382
1-157-51087-6,4737
1-59166-574-4,9977
0-601-44784-0,9866
0-538-40063-3,3985
1-4885-8190-8,6153
1-9791-5982-3,5108
0-545-26650-5,6834
1-333-18319-4,2298
1-964240-83-2,4296
0-420-70001-3,5271
1-944932-90-9,1185
1-920201-78-5,7082
1-921592-51-6,1582
1-76268-792-5,9028
1-77756-315-1,6876
0-449-40675-X,7574
0-647-87101-7,2011
0-8265-7675-3,566
0-7892-3624-9,7709
1-76015-933-6,1618
0-307-47548-4,1040
1-353-03781-9,2877
0-9916943-9-2,7396
1-5269-5078-2,794
0-10-852694-1,986
0-7530-4683-0,8187
1-288-16406-8,8126
0-425-31435-9,284
1-84381-031-X,2579
1-9745-4398-6,4498
0-313-94756-2,3861
1-963701-36-4,8377
0-472-05534-8,8526
0-17-818511-6,2114
0-935460-80-2,6743
0-334-53539-5,8374
0-364-53428-1,9941
1-4894-9190-2,3811
1-941027-53-9,397
1-67289-664-9,2268
1-4097-4459-0,6448
0-04-186542-1,3066
1-01-621937-7,5350
1-309-14291-2,2565
0-11-105378-1,6857
1-4528-9991-6,3054
0-7751-3409-0,2419
1-960248-79-0,1978
0-295-88322-7,2843
0-903914-78-6,8798
1-80706-361-5,3854
0-19-970726-X,7064
1-334-57372-7,6544
0-7184-5357-3,8685
1-03-488438-7,2856
0-949916-76-5,1981
1-83612-428-7,5142
1-4894-9190-2,6762
1-83098-616-3,2642
1-80314-330-4,1215
0-492-89108-7,3546
1-4340-0099-0,5721
0-12-751105-9,6877
0-7570-4895-1,3804
1-64090-442-5,9471
1-127-10246-X,6147
1-09-354098-2,9098
1-85548-840-X,553
1-84592-364-2,2410
0-08-113042-2,4081
0-301-58874-0,7873
1-58036-092-0,3532
1-64129-695-X,8505
1-393-30459-1,7967
0-85433-832-2,1894
0-527-44891-5,7313
1-954142-89-7,9377
1-66858-941-9,8813
0-17-343669-2,5547
1-230-44401-7,879
1-311-08257-3,3963
0-207-92574-7,4563
0-16-170547-2,3853
0-86279-521-4,260
1-190-39712-9,7884
0-8148-0020-3,8529
1-05-799989-X,5408
1-55018-689-2,3593
1-00-687258-2,9605
0-483-72590-0,1872
0-267-72264-8,2065
1-321-08253-3,3388
0-948351-69-1,986
0-18-018481-4,9192
0-231-61075-0,2685
1-9739-3659-3,7857
0-16-841211-X,3599
1-381-32724-9,5379
1-966724-23-3,8190
1-5429-0210-X,4359
1-128-69850-1,8099
0-636-45814-8,3260
0-946202-04-4,2177
0-469-70202-8,4569
1-72509-021-X,6856
0-338-61087-1,2793
1-00-054699-3,2449
0-7061-6436-9,9834
1-78796-827-8,2682
1-4033-2806-4,3906
0-568-48514-9,3738
0-315-92017-3,2359
1-181-18761-3,2155
1-58246-096-5,3718
0-88489-284-0,4673
1-03-062442-9,346
1-908871-18-0,9737
0-643-93378-6,7508
0-388-73049-8,7412
0-7015-3626-8,3138
1-01-143172-6,5463
1-79265-778-1,5578
1-81479-537-5,8646
1-988678-84-6,280
1-07-722212-2,3875
1-58268-931-8,5490
1-343-87735-0,5343
0-9777202-6-8,7692
0-8158-5516-8,5982
1-310-86188-9,5626
0-335-54146-1,5051
1-66742-286-3,5265
1-394-95819-6,6249
1-01-955993-4,1839
1-5408-0225-6,6237
0-89177-900-0,3330
1-344-00966-2,5434
1-74583-018-9,3082
0-09-952556-9,7507
1-880100-19-3,6012
0-683-61926-8,9611
1-9863-8717-8,8302
1-84852-996-1,3229
0-9856631-3-8,5489
1-84118-055-6,6159
0-439-37209-7,6848
1-4955-6756-7,5342
0-9934838-5-2,7209
1-5133-8551-8,1101
0-917958-97-7,1536
0-16-694498-X,8540
1-260-46777-5,1700
0-939591-20-0,9708
0-537-95031-1,6564
1-4325-9183-5,5190
1-298-84406-1,6268
1-147-98193-0,1857
0-289-90062-X,2817
1-4563-4156-1,3915
1-74122-263-X,9351
0-546-46411-4,2377
0-926276-82-4,8638
0-89228-637-7,4871
0-13-265301-X,1502
1-57061-631-0,745
1-4605-2333-4,7566
1-75211-205-9,1217
1-269-78764-0,1242
1-81913-576-4,353
1-62739-538-5,3208
0-7658-3821-4,9474
0-694-05268-X,3588
1-388-69419-0,6966
0-19-536593-3,5386
0-649-29203-0,4716
1-338-24757-3,8190
1-5257-1952-1,4026
0-506-42517-7,9387
1-226-66366-4,7453
1-333-32177-5,8967
0-7931-2225-2,2435
1-61357-864-4,1096
1-372-68340-2,1159
0-361-92343-0,6282
0-234-37288-5,6221
0-338-81625-9,9078
1-903738-87-3,2081
0-85282-566-8,2353
0-7869-7840-6,2603
0-689-39799-2,3967
0-15-617674-2,8383
1-4011-1967-0,3480
1-347-22371-1,6100
0-647-16646-1,5188
1-09-542077-1,2039
0-497-06422-7,7603
1-152-95394-X,4286
0-9524597-5-2,5200
1-238-45355-4,7932
1-08-974636-9,5723
1-09-895989-2,3383
0-679-91712-8,3163
1-882496-23-X,7340
0-212-29849-6,1833
0-04-600857-8,8741
0-16-204210-8,9947
0-252-45739-0,9492
1-4979-1379-9,9487
1-314-69797-8,1601
0-7886-4131-X,7507
0-11-631202-5,3934
0-669-62348-2,9994
0-592-63079-X,5442
1-990065-32-5,9620
1-69215-218-1,3869
1-65439-024-0,4036
1-235-32719-1,4549
1-55057-757-3,9123
0-7160-9533-5,880
0-00-031150-2,6784
1-965071-54-6,7371
1-903297-60-5,2443
0-499-58419-8,5198
1-82765-883-5,6090
1-4094-2231-3,7311
1-4018-5000-6,1990
0-381-12808-3,7581
0-9820847-5-7,270
0-88321-639-6,5902
1-168-41585-3,8084
0-17-875443-9,5594
0-575-23908-5,4829
0-440-45526-X,4208
0-449-05533-7,7538
0-346-99667-8,6891
1-343-63339-7,7403
0-06-077008-2,1446
0-260-49914-5,567
0-7855-1937-8,4753
0-320-43337-4,9990
0-588-86980-5,7344
0-690-05098-4,1561
1-205-75362-1,5253
1-4023-7715-0,7758
1-83428-091-5,2657
1-385-58461-0,8180
1-60226-441-4,5245
1-361-93963-X,8993
1-59693-756-4,6411
0-917417-04-6,7668
1-4227-4040-4,7912
0-11-800161-2,3842
1-9836-7441-9,2494
0-18-489898-6,3873
1-5291-7424-4,2654
0-582-78767-X,2884
0-506-14210-8,1800
1-338-12162-6,9329
1-04-061216-4,8692
0-281-17652-3,8291
1-347-76951-X,6141
1-301-07785-2,5865
1-4499-3241-X,6106
0-471-59747-3,683
0-312-37018-0,4733
1-372-47553-2,3492
1-362-00759-5,1273
0-552-91080-5,5078
0-662-73226-X,9435
1-171-35612-9,3602
1-65954-673-7,8412
1-317-03548-8,9367
1-76808-857-8,3578
1-82916-382-5,5789
1-191-92811-X,8436
0-19-356065-8,8110
1-356-05012-3,2091
0-656-37205-2,1298
0-587-47555-2,1884
1-72426-069-3,9957
1-08-721871-3,9809
1-328-21210-6,3128
1-63160-112-1,7360
1-77220-282-7,4664
1-79949-671-6,4742
1-08-037009-9,4966
0-386-28635-3,4097
1-5229-8863-7,8790
0-12-960496-8,6005
0-450-31110-4,3839
1-5474-4758-3,6851
0-515-30240-6,4168
1-170-23543-3,9615
0-223-51974-X,2113
0-7547-5612-2,2421
1-5010-6375-8,1613
1-387-12373-4,6478
1-951924-06-1,2024
1-119-32813-6,5412
1-55184-100-2,3457
0-87379-331-5,8142
0-8349-5851-1,7570
0-915281-15-5,6750
1-333-79768-0,1020
1-356-89837-8,4808
1-04-611697-5,4537
1-83046-509-0,9263
1-106-54306-8,4129
1-70297-777-3,4373
1-67569-257-2,3339
0-05-571293-2,9135
0-00-735800-8,6272
0-917954-66-1,9135
0-03-992616-8,9111
0-7135-7706-1,2838
0-238-65338-2,7163
0-333-06268-X,3255
0-8188-9564-0,1347
1-62837-532-9,5469
0-227-09241-4,6183
0-02-449685-5,1047
0-468-28557-1,3308
1-55647-827-5,941
1-06-633511-7,5680
0-628-44053-7,8517
1-00-345451-8,794
1-85063-991-4,6479
1-205-04101-X,4995
0-609-11598-7,2137
0-904701-35-2,9303
1-109-21557-6,3827
0-17-844464-2,8906
0-14-393450-3,9421
1-08-109097-9,4595
0-531-87289-0,5031
1-76627-308-4,6574
0-607-58320-7,9809
0-414-91833-9,3079
1-127-44926-5,4461
0-06-870488-7,1828
1-328-17003-9,3355
0-911380-05-1,4473
1-385-48724-0,9737
1-81597-268-8,2415
1-05-595274-8,9742
0-394-80133-4,2674
0-645-65023-4,903
1-71792-247-3,5606
1-01-496375-3,8730
1-64416-914-2,320
0-477-67362-7,50
1-9781-3830-X,9387
0-521-00077-7,8783
1-56163-497-2,5669
0-7224-3441-3,2342
0-8272-6895-5,5070
0-545-06928-9,1268
1-336-26260-5,2434
0-513-87816-5,5442
1-81482-097-3,4427
0-14-540266-5,7630
1-79908-953-3,1099
1-56833-510-5,3758
0-85133-026-6,5889
1-956360-37-9,2628
1-05-331347-0,4265
0-343-64559-9,7362
1-243-01128-9,8912
1-897674-36-8,3025
1-232-50272-3,2424
0-08-244434-X,9711
1-07-938358-1,4035
0-06-829617-7,433
1-5235-5670-6,3485
1-390-99026-5,9399
1-222-44485-2,4757
1-05-929794-9,208
0-641-95849-8,9380
0-7702-9934-2,1126
0-271-57378-3,5783
0-19-003499-8,4598
0-584-77420-6,7096
1-79296-527-3,2385
0-17-147667-0,7132
1-4811-8687-6,3176
0-9570953-9-2,6644
1-00-823259-9,8399
0-7447-0535-5,1619
1-82832-528-7,8700
0-369-16099-1,2038
0-601-86576-6,7136
0-453-29333-6,3323
0-396-68448-3,6144
0-565-36198-8,7818
1-76812-632-1,5355
1-331-97670-7,8428
1-03-080283-1,7332
0-489-56670-7,8041
0-499-94090-3,5861
1-294-33946-X,4918
0-218-00713-2,4255
1-77468-481-0,6128
1-83436-412-4,8580
0-271-98244-6,510
0-229-41165-7,1970
1-168-03767-0,8436
0-12-022497-6,8085
1-285-75205-8,6960
1-58088-004-5,1423
0-7589-0716-8,3445
0-413-50521-9,4459
1-353-73908-2,2497
1-174-81967-7,6527
1-61033-428-0,5784
1-5043-7426-6,3470
1-71213-946-0,9150
0-8494-5144-2,7083
1-62023-174-3,5
0-250-85028-1,9716
1-200-11923-1,5450
1-289-10688-6,6802
0-675-43925-6,6765
0-403-97902-1,9559
0-586-64691-4,8588
0-557-83216-0,6364
0-9940224-9-2,3398
1-892699-85-0,4617
0-275-92005-4,8518
1-9831-9419-0,755
0-00-671277-0,1405
0-944133-86-X,3026
0-19-291388-3,1251
1-4931-4081-7,9301
1-878447-29-7,9925
1-68815-695-X,9371
1-160-84638-3,4544
1-203-66096-0,4266
0-7087-2704-2,7582
0-625-30501-9,4646
1-177-53090-2,2546
1-83498-720-2,2405
0-470-63976-8,1554
1-250-30404-0,1419
1-71694-938-6,1738
1-72290-744-4,7711
0-562-15891-X,3280
0-318-20890-3,9706
0-588-22793-5,6385
0-281-68132-5,792
1-01-041819-X,7113
1-56771-607-5,4362
1-9790-7976-5,237
1-255-04216-8,2596
0-659-71129-X,5676
1-875843-50-7,2361
1-79650-179-4,1183
1-130-83966-4,4041
0-427-23833-1,6615
1-365-24056-8,8586
0-542-53210-7,2041
0-496-00462-X,9518
0-359-91767-4,7764
0-07-220280-7,919
0-18-265940-2,2688
1-263-08256-4,8814
1-86484-576-7,3260
1-4062-3029-4,1295
0-7469-0246-8,1917
0-8015-0396-5,8566
0-606-92515-5,4056
0-01-598478-8,1509
1-75541-993-7,3179
0-05-076366-0,5173
1-371-31153-6,2580
0-626-83978-5,2547
0-13-552148-3,3186
0-689-39413-6,4679
0-9832313-5-4,8743
1-119-77388-1,6022
1-911071-69-6,2119
1-63983-394-3,3429
0-12-493579-6,2151
0-396-78487-9,8845
1-390-12613-7,3187
0-600-93411-X,5327
0-17-343669-2,394
1-255-07724-7,107
0-593-22721-2,7296
0-8443-3795-1,2232
1-345-21706-4,5698
1-65389-278-1,7519
1-55137-530-3,1028
0-10-655403-4,6096
0-7269-1397-9,3382
0-519-23689-0,9148
0-633-48633-7,1984
1-930890-30-3,8300
0-371-67265-1,3266
0-248-86961-2,9402
0-595-16196-0,9324
1-197-95740-5,1172
0-501-89889-1,1357
0-323-36471-3,7676
1-55797-708-9,5232
1-08-253589-3,5466
1-878513-65-6,9059
0-609-94592-0,3525
1-55397-413-1,5710
0-495-30515-4,3948
0-06-188089-2,4765
0-15-473180-3,8292
1-238-62981-4,4616
0-289-51389-8,7440
1-359-65856-4,8726
0-328-70881-X,1747
1-58197-457-4,2160
1-991775-88-1,8364
1-4101-7952-4,4759
1-173-67643-0,7207
0-06-318770-1,6991
0-385-54757-9,7068
0-630-92392-2,1549
0-16-633361-1,3184
0-10-409304-8,7287
0-8307-5618-3,7701
1-341-54961-5,5077
0-86807-454-3,5789
1-84631-377-5,2028
0-06-805038-0,7611
0-7242-7754-4,1091
0-01-814512-4,8635
0-02-413890-8,8471
1-69226-298-X,806
1-74342-010-2,3172
1-03-017714-7,3380
0-16-840867-8,5621
0-289-92538-X,8710
0-452-82093-6,3318
1-326-03532-0,1252
0-7738-8471-8,9565
1-59265-711-7,9918
1-947309-02-1,4695
0-551-20685-3,1723
1-159-98854-4,4492
1-330-05020-7,4009
0-17-054194-0,5196
1-83181-782-9,5564
0-7958-1573-5,9559
1-75483-428-0,5069
0-932826-20-2,2884
0-212-31239-1,9706
0-396-80834-4,1093
1-4764-1120-4,6328
0-688-42267-5,1701
0-589-00297-X,2638
1-68539-841-3,4511
1-82736-563-3,5288
1-359-01694-5,6192
0-479-01550-3,5383
1-336-23947-6,616
0-468-29524-0,1507
0-382-03610-7,6797
0-87749-659-5,7355
1-904162-47-9,646
1-4438-5819-6,4216
1-897580-36-3,758
1-9856-6505-0,0
1-4306-4646-2,4908
0-248-88384-4,2256
1-68159-894-9,3248
0-01-681881-4,3673
0-451-11557-0,3384
1-80120-854-9,5281
0-337-77663-6,2300
0-9818679-2-8,3628
0-7737-1918-0,9835
1-922166-90-1,7205
1-147-95366-X,2094
0-226-58644-8,6365
0-8491-4787-5,3601
0-918964-20-2,2404
1-09-542866-7,6287
1-5196-6066-9,1175
0-560-15200-0,9134
1-896705-06-5,4767
1-64631-663-0,5518
0-88751-007-8,9014
0-206-41601-6,9091
0-8047-9147-3,5392
1-888269-77-4,6194
1-245-93851-7,2947
1-4316-2891-3,9845
1-4521-2197-4,5780
0-431-31342-3,968
1-198-55231-X,4970
1-371-40309-0,8002
1-76592-439-1,1116
1-297-90720-5,6652
1-64937-736-3,4837
0-543-73982-1,2816
1-77745-790-4,1178
0-328-25182-8,3265
0-313-19356-8,6608
1-9817-2144-4,1176
1-00-424256-5,4111
0-09-644726-5,9110
0-630-46842-7,3494
0-692-35345-3,5529
0-88757-118-2,6549
1-972987-99-2,5410
1-296-39337-2,7215
0-8210-6381-2,9757
1-183-57571-8,3511
1-347-57277-5,7541
0-85476-221-3,232
0-404-61666-6,1037
1-03-351675-9,3992
0-8446-3884-6,522
0-915571-92-7,9858
0-318-01521-8,9029
1-389-47959-5,2761
1-04-946510-5,531
1-196-39757-0,3854
0-8404-2332-2,6678
1-100-56978-2,486
1-156-45638-X,9224
0-9783078-4-4,2438
1-226-03707-0,6081
0-7724-8760-X,2401
1-09-099170-3,5339
0-264-83759-2,4124
0-8173-6868-X,4864
1-355-95315-4,8938
0-273-35765-4,8880
1-274-72283-7,2848
1-79590-494-1,982
0-322-78802-1,6299
0-668-26048-3,7838
0-252-99769-7,4922
1-935613-28-6,4502
0-07-629587-7,7630
1-80777-134-2,5308
1-4066-0452-6,7531
0-7857-8199-4,3072
1-78967-178-7,8130
0-651-82540-7,4330
1-173-71868-0,8468
1-226-64443-0,166
1-873338-76-7,8107
0-503-24822-3,6022
0-07-878308-9,8856
0-471-39091-7,3750
1-219-41457-3,9050
1-915812-54-2,1172
0-07-668104-1,7123
1-151-34966-6,2621
0-88590-298-X,3944
1-313-86317-3,4833
0-14-702664-4,3553
0-239-51357-6,9484
0-498-45958-6,1642
1-77880-814-X,7535
0-494-00708-7,2294
1-72142-123-8,1132
0-15-194987-5,3460
1-184-18058-X,706
1-62357-336-X,4753
0-7231-8092-X,2264
0-00-479062-6,8508
0-8264-4509-8,6932
0-412-28699-8,9365
0-366-13969-X,3338
1-904460-61-5,3649
0-573-92629-8,3173
1-892795-23-X,3212
1-362-27877-7,3541
0-8324-5500-8,6717
1-930784-52-X,2652
1-4915-4522-4,3736
0-232-44236-3,7339
0-9595409-2-X,8106
0-87882-054-X,2804
0-408-49794-7,7259
1-102-66879-6,6360
0-10-063562-8,8345
1-217-15654-2,4760
1-4224-7237-X,7800
0-00-364418-9,1877
1-76157-045-5,3946
0-403-62239-5,6309
0-11-398030-2,7065
1-07-062736-4,715
0-461-82107-9,8222
0-86202-604-0,8209
0-7754-7118-6,8473
0-202-21968-2,8408
0-624-36104-7,7230
0-582-72623-9,8951
0-551-69641-9,1351
1-127-45918-X,6316
0-926064-29-0,6982
1-77254-300-4,8978
1-86431-117-7,9190
0-344-90362-1,1026
0-7581-8388-7,7161
1-228-53171-4,5497
0-417-01832-0,522
0-07-853585-9,7669
0-08-104360-0,535
1-64467-893-4,2224
1-4974-1218-8,5397
1-4480-2870-1,7950
0-468-96161-5,2960
1-910248-63-0,2458
1-5086-8941-5,5874
1-4077-6144-7,4194
0-8331-9596-4,2187
1-63635-835-7,8933
0-448-50736-6,5408
0-423-18213-7,4864
0-16-980942-0,2852
0-7013-7813-1,9799
0-499-17894-7,3736
1-289-51437-2,3184
0-918565-90-1,8625
0-8323-6236-0,7995
0-330-86310-X,7019
0-06-857800-8,8533
0-340-67176-9,882
1-55315-222-0,6267
1-174-13086-5,1375
0-16-394708-2,6080
0-262-96602-6,3572
1-918732-93-0,7545
1-69146-556-9,8376
1-7328339-8-2,3207
1-4728-3587-5,844
0-8371-4873-1,7479
0-19-953698-8,8464
0-14-030148-8,9414
0-07-663943-6,9803
1-884045-44-8,5295
1-77996-845-0,4918
1-9851-9058-3,9044
0-649-78684-X,8330
1-144-18563-7,6127
0-03-112852-1,6097
0-7130-2078-4,1030
0-18-396752-6,775
0-533-01698-3,217
1-4282-8135-5,8773
0-329-70193-2,9684
0-8121-4123-7,4086
1-83525-919-7,2129
1-174-78806-2,835
1-346-28499-7,7341
1-896213-26-X,6685
1-58563-792-0,9688
0-560-48306-6,1390
1-01-900769-9,2785
1-9811-5101-X,7306
0-693-65923-8,2326
0-7627-6166-0,3088
1-113-10949-1,8557
1-4646-2857-2,1524
1-68687-371-9,6686
1-321-73901-X,5371
1-01-795728-2,6894
0-420-08109-7,817
0-8000-9353-4,8714
1-74914-564-2,8811
0-09-550669-1,3867
1-68756-160-5,3693
0-8497-6967-1,938
0-548-38303-0,8954
1-61385-717-9,9215
0-460-67662-8,63
1-281-03393-6,6857
1-9748-6240-2,5732
0-288-41828-X,4286
0-359-69355-5,8326
1-67842-758-6,6907
0-916085-71-6,6988
1-68434-894-3,1180
1-4523-7554-2,7156
0-10-922156-7,9881
1-186-00564-5,2359
